kana,meaning,explain,example,example_explain
ふ,99 「ふ」表示“膨胀”,"解析 模拟人吹气时的声音，类似于汉语的“呼”。
熟词联想 ふく「吹く」：吹",▶ ふえる「増える」 ②（自一）：增加，增多,"解 ふ→膨胀，え→方向。膨胀的方向→增加。
例 風か 邪ぜ を引ひ く人ひと が増ふ えた。/感冒的人增多了。"
ふ,99 「ふ」表示“膨胀”,"解析 模拟人吹气时的声音，类似于汉语的“呼”。
熟词联想 ふく「吹く」：吹",▶ ふやす「増やす」 ②（他五）：增添，使增多,"解 「増ふ える」的他动词。
例 教きょう 育いく に対たい する投とう 資し を増ふ やす。/增加对教育的投资。"
ふ,99 「ふ」表示“膨胀”,"解析 模拟人吹气时的声音，类似于汉语的“呼”。
熟词联想 ふく「吹く」：吹",▶ ふとる「太る」 ②（自五）：发胖，胖,"解 ふ→膨胀→人变胖就好像身体膨胀。
例 春しゅん 節せつ で3さん キロ太ふと った。/过春节胖了6斤。"
ふ,99 「ふ」表示“膨胀”,"解析 模拟人吹气时的声音，类似于汉语的“呼”。
熟词联想 ふく「吹く」：吹",▶ ふとい「太い」 ②（形）：胖的；粗的,"解 与「太ふと る」同源。
例 太ふと い線せん を引ひ く。/画一条粗线。"
へ,100 「へ」表示“向下；减少”,熟词联想 へた「下手」：不拿手的，不擅长的,▶ へた「下手」 ②（形动）：不拿手的，不擅长的,"解 へ→下，た→て→手。下手→不拿手。
例 英えい 語ご が下へ 手た だ。/不擅长英语。"
へ,100 「へ」表示“向下；减少”,熟词联想 へた「下手」：不拿手的，不擅长的,▶ へこむ「凹む」 ⓪（自五）：凹陷，低洼；无精打采,"解 へ→下，こむ→込む→进入。向下凹进去。
例 何なに を言い われても凹へこ まない。/不管别人说什么也不气馁。"
へ,100 「へ」表示“向下；减少”,熟词联想 へた「下手」：不拿手的，不擅长的,▶ へる「減る」 ⓪（自五）：减少，下降,"解 へ→向下→减少。
例 不ふ 景けい 気き で収しゅう 入にゅう が減へ った。/因经济不景气而收入减少。"
ほ,101 「ほ」与「ひ」同行，表示“火”,,▶ ほのお「炎」 ①（名）：火焰,"解 ほ→火，の→的，お→ほ→穂ほ 。类似于汉语的“火苗”。
例 ろうそくの炎ほのお が消き えた。/蜡烛的火焰熄灭了。"
ほ,101 「ほ」与「ひ」同行，表示“火”,,▶ ほす「干す」 ①（他五）：晒，晾，晾干,"解 ほ→火焰，す→使，让。使东西靠近火焰。本义为“在太阳或火边晒东西”。
例 天てん 気き がよいので布ふ 団とん を干ほ す。/天气好，所以晒一下被子。"
ほ,101 「ほ」与「ひ」同行，表示“火”,,▶ ほし「星」 ⓪（名）：星星,"解 ほ→火焰，し→熄（联想法）。星光像火焰即将熄灭时一样一闪一灭，闪闪发光。
例 綺き 麗れい な星ほし 空ぞら がみたい。/我想看美丽的星空。"
ほ,101 「ほ」与「ひ」同行，表示“火”,,▶ ほこる「誇る」 ②（他五）：夸耀，自豪,"解 ほ→火焰。火焰非常闪亮，耀眼，由此引申出“夸耀，自豪”之意。
例 100ひゃく 年ねん の伝でん 統とう を誇ほこ る。/以有一百年的传统为傲。
拓 ほこり「誇り」：骄傲，自豪"
ほ,101 「ほ」与「ひ」同行，表示“火”,,▶ ほこり「埃」 ⓪（名）：尘埃,"解 ほ→火，こり→残のこ り→点火后留下的灰烬。
例 ほこりを払はら う/拂去灰尘"
ほ,102 「ほ」表示“恍惚；入迷”,,▶ ほがらか「朗らか」 ②（形动）：爽朗的；开朗的,"解 ほ→火→明亮，らか→形容动词后缀。由“明亮”，后引申出“爽朗，开朗”之意。
例 彼かの 女じょ は朗ほが らかな性せい 格かく で人にん 気き がある。/她性格开朗，人缘很好。
解析 在跳跃的火光下，看物体会模糊不清。"
ほ,102 「ほ」表示“恍惚；入迷”,,▶ ぼんやり 」③（副·自サ）：模糊，不清楚,"解 ぼ→恍惚，やり→常见拟态词后缀。
例 彼かの 女じょ の顔かお がぼんやりしている。/她的脸庞朦胧不清。"
ほ,102 「ほ」表示“恍惚；入迷”,,▶ ぼうっと 」⓪（副·自サ）：朦胧，模糊；发呆，出神,"解 ぼ→恍惚→头脑模糊→发呆，と→拟声、拟态词词尾。
例 授じゅ 業ぎょう でぼうっとしている。/在课堂上发呆。"
ほ,102 「ほ」表示“恍惚；入迷”,,▶ ぼける「惚ける」 ②（自一）：发呆，糊涂,"解 ぼ→恍惚→模糊→头脑模糊→发呆。
例 年とし をとって惚ほう けてきた。/上了年纪后，脑袋有些糊涂了。
拓 ぼけ：呆子"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まる「丸·円」 ⓪（名）：圆；圆形，球形,"解 ま→圆圈。
例 字じ を丸まる で囲かこ む。/把字用圆圈起来。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まるい「丸い」 ⓪（形）：圆的,"解 ま→圆圈。
例 丸まる い帽ぼう 子し を被かぶ っている。/戴着圆帽子。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まるで」 ⓪（副）：完全，好像，宛如,"解 まる→圆圈→圆满→完全，宛如。
例 それはまるで話はなし が別べつ だ。/这完全是两回事。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まく「巻く」 ⓪（他五）：卷，包，围,"解 ま→圆圈→卷，く→以く结尾的动词多与移动有关。
例 マフラーを巻ま く/围围巾"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まげる「曲げる」 ⓪（他一）：弯曲，弯折；倾斜,"解 ま→圆→弯曲。
例 事じ 実じつ を曲ま げて報ほう 道どう する。/歪曲事实进行报导。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まがる「曲がる」 ⓪（自五）：拐弯；弯曲,"解 「まげる」的自动词。
例 少すこ しの力ちから ですぐ曲ま がる。/稍一用力马上就弯了。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まける「負ける」 ⓪（自一）：输，失败，败给,"解 ま→弯曲。失败投降时会弯曲身体。
例 じゃんけんをして負ま けた人ひと が行い くことにしよう。/猜拳（定胜负）输的人去。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まく「撒く」 ①（他五）：撒，散发，散布,"解 ま→圆圈。撒东西时，东西呈圆弧状落下。
例 庭にわ に水みず を撒ま く。/在院子里洒水。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まとめる「纏める」 ⓪（他一）：汇总，总结，整理,"解 ま→圆圈，とめる→留。使留在一个圆里→整理。
例 レポートをまとめて出だ す。/把报告整理出来交上去。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まとまる「纏まる」 ⓪（自五）：解决；谈妥,"解 「まとめる」的自动词。
例 相そう 談だん がまとまった。/谈判谈妥了。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まなぶ「学ぶ」 ⓪（他五）：学习,"解 ま→圆圈，な→内（联想法），ぶ→はこぶ→運ぶ→搬运，往圆内搬→学习。
例 塾じゅく で数すう 学がく を学まな ぶ。/在补习班学习数学。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まね「真似」 ⓪（名·自他サ）：模仿,"解 与「学まな ぶ」同源。まな→まね，学习→模仿。
例 人ひと の話はなし を真ま 似ね する。/模仿别人说话。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まねく「招く」 ②（他五）：招待；邀请,"解 ま→圆圈，ね→内（联想法），く→移动。向圆圈内移动→招待，邀请。
例 学がく 者しゃ を招まね いて講こう 演えん してもらう。/邀请学者进行演讲。"
ま,103 「ま」表示“圆圈，圆环；弯曲”,熟词联想 まる「丸」：圆,▶ まめ「豆」 ②（名）：豆子,"解 ま→圆圈，め→も→もの→东西。圆的东西→豆子。
例 節せつ 分ぶん のときは豆まめ を撒ま く。/立春前一天撒豆子。"
ま,104 “ま+さ行假名”表示“添加，增加，增强”,熟词联想 まる「丸」：圆,▶ まつり「祭り」 ⓪（名）：祭典；节日；庙会,"解 来自动词「祭まつ る」（祭祀）。本义为“大家围着神明的雕像祈祷，跳舞”。ま→圆→围成圆。
例 京きょう 都と は祇ぎ 園おん 祭まつ りでにぎわっている。/京都因（举办）祇园祭而热闹非凡。"
ま,104 “ま+さ行假名”表示“添加，增加，增强”,熟词联想 まる「丸」：圆,▶ ます「増す」 ⓪（自、他五）：增加，增多，增大,"解 ます→增加，增强。
例 輸ゆ 出しゅつ は昨きょ 年ねん より2に 割わり 増ま した。/出口比去年增加了两成。"
ま,104 “ま+さ行假名”表示“添加，增加，增强”,熟词联想 まる「丸」：圆,▶ まぜる「混ぜる」 ②（他一）：混合，掺和,"解 まぜ→增加→混合。本义为“添加某种成分，使其与原有物体混合”。
例 小こ 麦むぎ 粉こ と砂さ 糖とう を混ま ぜる。/将面粉和糖混合。"
ま,104 “ま+さ行假名”表示“添加，增加，增强”,熟词联想 まる「丸」：圆,▶ まじる「混じる」 ②（自五）：混有，掺有,"解 「混ま ぜる」的自动词。
例 混ま じっている異い 物ぶつ を除じょ 去きょ する。/除去掺杂的异物。"
ま,104 “ま+さ行假名”表示“添加，增加，增强”,熟词联想 まる「丸」：圆,▶ まさる「勝る」 ②⓪（自五）：强于，胜过,"解 まさ→增强→强于，胜过。
例 この商品しょうひん はあらゆる点てん で以い 前ぜん のものに勝まさ る。/这件商品在各方面都比以前的强。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ さる「猿」 ①（名）：猴子,"解 来自于「勝まさ る」，取猴子“胜过”百兽，比其他动物都聪明之意而造。
例 日に 本ほん の猿さる は温おん 泉せん に入はい る。/日本的猴子会泡温泉。
解析 「ま」与「め［目］」同行，表示“眼睛”。
熟词联想 まえ「前」：前方。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ まえ「前」 ①（名）：前方,"解 ま→眼睛，え→へ→方向。眼睛的朝向→前方。
例 前まえ の席せき に坐すわ る。/坐在前面的座位上。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ またたく「瞬く」 ③（自五）：眨眼,"解 ま→眼睛，たた→拍打声，く→表移动。眼睛拍打→眨眼。
例 瞬またた く間ま に彼かれ がいなくなった。/转眼之间他就不见了。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ まぶしい「眩しい」 ③（形）：刺眼的，耀眼的,"解 ま→眼睛，ぶ→ほ→ほそい→細い。本义为“瞳孔遇强光变细”。也可以采用联想法，まぶ→眼睛不行了。
例 太たい 陽よう が眩まぶ しくて、目め が開あ けられない。/太阳光很刺眼，眼睛睁不开。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ まよう「迷う」 ②（自五）：迷路；迷失,"解 ま→眼睛，よう→酔よ う。本义为“眼睛晕了”。
例 道みち に迷まよ った。/迷路了。"
ま,105 「ま」表示“眼睛”,熟词联想 まる「丸」：圆,▶ まもる「守る」 ②（他五）：保护，保卫,"解 ま→眼睛，も→もつ→持つ。持在眼睛中→守护。
例 危き 険けん から身み を守まも る。/保护生命安全。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みる「見る·診る」 ①（他一）：看；照顾；诊断,"解 み→看。
派 本义为“看”。1. 看（本义）；2. 照顾（照顾人时要不停地看着他）；3. 诊断（古时医生多采取“望诊”，根据病人的气色判断病情）。
例 こっちを見み てください。/请看这边。
子こ 供ども を見み る/看孩子
医い 者しゃ に診み てもらう。/请医生诊断一下。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みせる「見せる」 ②（他一）：给……看；出示,"解 み→看，せ→使，让。
例 警けい 察さつ に免許めんきょ を見み せる。/向警察出示驾照。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みせ「店」 ②（名）：店铺,"解 みせ→見み せる。店铺里展示的东西是给顾客看的。
例 家前いえまえ に餃ぎょう 子ざ の店みせ がある。/我家前面有一家饺子店。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みごと「見事」 ①（形动）：美丽的；精彩的,"解 み→看，こと→事情。值得一看的事情→精彩。
例 見み 事ごと にゴールした。/精彩的进球。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みまい「見舞い」 ⓪（名）：探病，探望,"解 み→看→探望，舞い→跳舞。古代为病人跳大神治病。
例 入にゅう 院いん 中ちゅう の兄あに を見み 舞ま いに行い く。/去探望住院的哥哥。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みつける「見つける」 ⓪（他一）：找到，发现,"解 み→看→眼睛，つける→附着。眼神附着→找到。
例 この本ほん は古ふる 本ほん 屋や で偶ぐう 然ぜん 見み つけたんだ。/这本书是我在旧书店里偶然找到的。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みつかる「見つかる」 ⓪（自五）：被找到，被发现,"解 「見み つける」的自动词。
例 なくなった財さい 布ふ が見み つかった。/我找到丢失的钱包了。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みとめる「認める」 ⓪（他一）：允许；认可；许可,"解 み→看，とめる→留下。看完后留下→认可。
例 社長しゃちょう に認みと められた。/得到了社长的认可。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みにくい「醜い」 ③（形）：难看的；丑恶的,"解 み→看，にくい→難い→难。难看。
例 醜みにく い顔かお /难看的脸"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みやげ「土産」 ⓪（名）：特产，土产，伴手礼,"解 み→看，やげ→あげる→给。看望对方时送给对方的东西→特产。
例 これは日本にほん のお土産みやげ です。/这是日本的特产。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みじめ「惨め」 ①（形动）：悲惨的,"解 み→看，じ→ず→古语的否定，め→目。日语的「目」有“事情”的意思，因为人主要通过眼睛来看事情。无法看的事情→悲惨 。
例 離り 婚こん して以い 来らい 惨みじ めな生活せいかつ を送おく っている。/离婚后我过着悲惨的生活。"
み,106 「み」表示“看”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ かえりみる「顧みる」 ④（他一）：回顾；回头看,"解 かえり→帰る→返回，みる→看。返回看→回头看。
例 事じ 件けん を顧かえり みる/回顾事件"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ ひとみ「瞳」 ⓪（名）：瞳孔；眼睛,"解 ひと→人，み→め→眼睛。观察一个人的瞳孔时，总会有一个人像（观察者）映在那里。
例 彼かの 女じょ はきれいな瞳ひとみ をしている。/她有着（一双）美丽的眼睛。
熟词联想 みず「水」：水"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みずうみ「湖」 ③（名）：湖,"解 みず→水，うみ→海。水海→湖。与之相对，古代大海叫「塩しお 海うみ 」。
例 琵び 琶わ 湖こ は日本にほん の一いち 番ばん 大おお きな湖みずうみ だ。/琵琶湖是日本最大的湖。"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みどり「緑」 ①（名）：绿色，翠绿,"解 みど→みづ→みず→水。古语中的绿色用「青」表示，「みどり」本义为“新芽”，新芽中含有大量水分。
例 公こう 園えん に緑みどり 鮮あざ やかな芝しば 生ふ が生は えている。/公园里有绿油油的草坪。"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みなと「港」 ⓪（名）：港口,"解 み→水，な→の，と→戸。水之户→出海的门→港口。
例 船ふね が港みなと に止と まっている。/船停在港口。"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みなもと「源」 ⓪（名）：水源，发源地；起源,"解 み→水，な→の，もと→本，元。水的本→水源，发源地。
例 川かわ の源みなもと を尋たず ねる。/寻找河流的发源地。"
み,107 「み」表示“水”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みそ「味噌」 ①（名）：味增，酱，豆酱,"解 み→水→液体，そ→馊（联想法）。发酵（变馊）的液体→酱。
例 日に 本ほん 人じん はよく味み 噌そ 汁しる を飲の む。/日本人经常喝味增汤。"
み,108 「み」作为古语的接头词，表示尊敬，写作「御」,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みずくさい「水臭い」 ④（形）：水分多的；见外的，生分的,"解 みず→水，くさい→臭→表强调。本义为“水分多，料理淡而无味”，后引申出“见外”之意。
例 水臭みずくさ いことやめてよ。/别做这么生分的事儿。"
み,108 「み」作为古语的接头词，表示尊敬，写作「御」,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みや「宮」 ⓪（名）：宫殿,"解 み→御，や→屋。御屋→宫殿。
例 ここは昔むかし の皇こう 族ぞく の宮みや だ。/这是过去的皇族的宫殿。"
み,108 「み」作为古语的接头词，表示尊敬，写作「御」,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みやこ「都」 ⓪（名）：首都，都城,"解 みや→宫殿，こ→ところ。宫殿所在地→都城。
例 京きょう 都と は古ふる くから日本にほん の都みやこ だ。/京都自古以来就是日本的首
都（现在不是）。"
み,108 「み」作为古语的接头词，表示尊敬，写作「御」,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みやび「雅」 ⓪（名·形动）：风雅的，雅致的,"解 和「都みやこ 」同源。都城的东西很风雅。
例 京きょう 都と で雅みやび な行ぎょう 事じ を行おこな う。/在京都举行风雅的仪式。"
み,108 「み」作为古语的接头词，表示尊敬，写作「御」,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みこ「巫女」 ①（名）：神女（在神庙中从事奏乐、祈祷、请神等的未婚女子）,"解 み→御，こ→子。御子→对神女的敬称→神女。
例 神社じんじゃ に巫み 女こ がいる。/神社里有神女。"
み,109 「み」表示“身体；果实”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みかた「味方」 ⓪（名·自サ）：我方，同伴,"解 本写作「御方」，意为“天皇一方”，后引申出“我方”之意。
例 あの人ひと は味み 方かた だよ。/那个人是队友。"
み,109 「み」表示“身体；果实”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ み「身·実」 ⓪（名）：身体；果实,"解 み→本义指果实、鱼类等除了果皮、骨头之外能吃的部分，后也指代人类的身体。
例 桃もも の木き は実み がなる。/桃树结果实。"
み,109 「み」表示“身体；果实”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みのる「実る」 ②（自五）：结果实；成熟；有成果,"解 み→果实，のる→乗る→搭载。载有一个果实→结果实。
例 今こ 年とし は稲いね がよく実みの った。/今年稻子收成好。
努ど 力りょく が実みの った。/努力出了成果。"
み,109 「み」表示“身体；果实”,"解析 「み」与「め」同行，眼睛→ 看。
熟词联想 みる「見る」：看",▶ みずから「自ら」 ①（名）：自己，亲自，亲身,"解 み→身，ず→自（联想法），から→从。从自身→亲自，亲身。
例 自みずか らの力ちから で成な し遂と げた。/靠自己的能力完成了。"
む,110 「む」表示“关闭状”,解析 发音时嘴型关闭，声音沉闷。,▶ むす「蒸す」 ①（他五）：蒸；焖,"解 む→关闭状，す→使，让。使处在一个封闭的环境中→蒸，焖。
例 鍋なべ で芋いも を蒸む す。/用锅蒸芋头。"
む,110 「む」表示“关闭状”,解析 发音时嘴型关闭，声音沉闷。,▶ むら「村」 ②（名）：村落,"解 む→封闭状。古时候一个个封闭的群体→村落。
例 山やま の奥おく に小ちい さい村むら がある。/深山里有一个小村子。"
む,111 「む」表示“连接”,解析 发音时嘴型关闭，声音沉闷。,▶ むれる「群れる」 ②（自一）：聚集，群聚,"解 和「村むら 」同源。村むら →群む れ。村落就是人们聚居形成的。
例 学がく 生せい たちが群む れてわいわい騒さわ いでいる。/学生们聚在一起吵吵嚷嚷。
解析 む→ 关在一起→ 系在一起→ 连接"
む,111 「む」表示“连接”,解析 发音时嘴型关闭，声音沉闷。,▶ むすぶ「結ぶ」 ⓪（他五）：系；连结,"解 む→关在一起→系在一起→连接。
例 友ゆう 好こう 関かん 係けい を結むす ぶ/结成友好关系
中ちゅう 国ごく 結むす び/中国结"
む,111 「む」表示“连接”,解析 发音时嘴型关闭，声音沉闷。,▶ むすこ「息子」 ⓪（名）：儿子,"解 与「結むす ぶ」同源，結ぶ→连接，こ→子→儿子。儿女本和母体连接在一起。
例 息むす 子こ が大学だいがく に入はい った。/儿子上大学了。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むすめ「娘」 ③（名）：女儿,"解 与「結むす ぶ」同源，結ぶ→连接，め→女→女儿。儿女本和母体连接在一起。
例 この子こ は箱はこ 入い り娘むすめ だ。/这个孩子是千金小姐。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むく「向く」 ⓪（自五）：朝向，面向；适合,"解 む→め→眼睛，く→运动的方向。眼睛看的方向→朝向。
例 東ひがし に向む いた窓まど から海うみ が見み える。/从朝东的窗户可以看见大海。
君きみ は教きょう 師し に向む いている。/你适合当教师。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むける「向ける」 ⓪（他一）：向着，朝着,"解 「向む く」的他动词。
例 前まえ のほうに目め を向む ける。/向前方看。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むかう「向かう」 ⓪（自五）：前往，赶往；朝向；迎来,"解 むか→むく→朝向。派生自「向む く」，表示前往。
例 いまタクシーでそちらに向む かっています。/我现在正坐着出租车赶往您那儿。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むかえる「迎える」 ⓪（他一）：欢迎，迎接,"解 むか→むく→朝向，え→へ→方向。朝向对方的方向→迎接。
例 お客きゃく さんを笑え 顔がお で迎むか える。/用笑脸迎接顾客。"
む,112 「む」表示“朝向”,解析 发音时嘴型关闭，声音沉闷。,▶ むこ「婿」 ①（名）：女婿,"解 む→むかえる→迎える，こ→子。迎过来的儿子→女婿。
例 金かね 持も ちのうちの婿むこ になる。/成为有钱人家的女婿。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ め「目」 ①（名）：眼睛,"解 め→眼睛。
例 私わたし の目め を見み てください。/请看着我的眼睛。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めがね「眼鏡」 ①（名）：眼镜,"解 め→眼睛，がね→かね→金属。最早的眼镜框都是金属制成的。
例 かわいいめがねケースを選えら んだ。/我选了一个可爱的眼镜盒。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めうえ「目上」 ⓪③（名）：长辈；上司,"解 め→眼睛，うえ→上。眼睛上方的人→长辈。
例 目め 上うえ の人ひと を尊敬そんけい しなければならない。/必须尊敬长辈。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めした「目下」 ⓪③（名）：晚辈,"解 め→眼睛，した→下。眼睛下方的人→晚辈。
例 目め 下した の人ひと をかわいがる。/怜惜后辈。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めまい「目眩」 ②（名）：眩晕，眼花,"解 め→眼睛，まい→舞ま う→舞。眼前天旋地转→眩晕。
例 二ふつ 日か 酔よ いでめまいがする。/酒后第二天感到头晕。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めだつ「目立つ」 ②（自五）：显眼，显著，惹人注目,"解 め→眼睛，たつ→立つ→站立。眼睛立起来→显眼。
例 彼かの 女じょ はいつも目め 立だ つ格好かっこう をしている。/她总是打扮得引人注目。"
め,113 「め」表示“眼睛”,熟词联想 め「目」：眼睛,▶ めざす「目指す」 ②（他五）：以……为目标,"解 め→眼睛，さす→指す→目标。眼睛的指向→目标。
例 北ぺ 京きん 大だい 学がく を目め 指ざ す。/以考上北京大学为目标。"
め,114 「め」表示“女性”,熟词联想 め「目」：眼睛,▶ めやす「目安」 ⓪①（名）：大致目标；标准,"解 め→眼睛，安→安心。本义为“看了放心”。
例 6ろく 0じゅう 点てん を目め 安やす にする。/以60分为标准。
联想 「め」的字形来自于汉字“女”， 也可以联想其读音接近汉语中的“妹”。"
め,114 「め」表示“女性”,熟词联想 め「目」：眼睛,▶ めす「雌」 ②（名）：雌性,"解 め→女性→雌性。
例 その馬うま は雌めす か雄おす か？/那是匹公马还是母马？"
め,114 「め」表示“女性”,熟词联想 め「目」：眼睛,▶ めめしい「女々しい」 ③（形）：女里女气的,"解 め→女性。
例 あの男おとこ はめめしい。/那个男生有点儿女里女气的。"
め,115 「め」与「ま」同行，表示“圆”,熟词联想 め「目」：眼睛,▶ めい「姪」 ①⓪（名）：侄女；外甥女,"解 め→女性。
例 姪めい は兄弟きょうだい の娘むすめ だ。/侄女（外甥女）是兄弟姐妹的女儿。"
め,115 「め」与「ま」同行，表示“圆”,熟词联想 め「目」：眼睛,▶ めぐる「巡る」 ⓪（他五）：巡回；循环；围绕,"解 め→ま→圆圈，ぐる→咕噜→旋转。
例 ぼくにもやっと幸こう 運うん が巡めぐ ってきた。/幸运终于降临到我身上了。"
も,116 「も」本义为“东西”,熟词联想 もの「物」：东西,▶ もの「物·者」 ⓪②（名）：东西；人,"解 もの→东西。
例 食た べ物もの /食物
何なに 者もの だ？/什么人？"
も,116 「も」本义为“东西”,熟词联想 もの「物」：东西,▶ ものがたり「物語」 ③（名）：故事；传说,"解 もの→东西→事物，かたり→語かた る→讲述。讲述事物→故事。
例 面おも 白しろ い物もの 語がたり を語かた る。/讲述有趣的故事。"
も,116 「も」本义为“东西”,熟词联想 もの「物」：东西,▶ もとめる「求める」 ③（他一）：希望；寻求；要求,"解 も→东西，とめる→留下。使东西留下→寻求。
例 自じ 由ゆう と平へい 和わ を求もと める。/追求自由与和平。"
も,116 「も」本义为“东西”,熟词联想 もの「物」：东西,▶ もうける「儲ける」 ③（他一）：赚钱，发财,"解 も→东西，うける→受う ける。接受东西→发财。
例 彼かれ はその取引とりひき で１いち 億おく 円えん 儲もう けた。/他靠那笔交易赚了一亿日元。"
も,117 「もつ」表示“持有”,熟词联想 もの「物」：东西,▶ もれる「漏れる」 ②（自一）：漏，漏出；走漏,"解 も→东西，れ→漏（联想法）。东西漏出来了。
例 試し 験けん 問もん 題だい が漏も れていた。/考试题泄露了。
解析 も→ 东西，つ→ 手，用手拿东西→ 持有
熟词联想 もつ「持つ」：拿着；持有"
も,117 「もつ」表示“持有”,熟词联想 もの「物」：东西,▶ もつ「持つ」 ①（他五）：拿着；持有,"解 もつ→持有。
例 先せん 生せい 、かばんを持も ちましょうか。/老师，我帮您拿包吧。"
