Word,WordPhonetic,WordTune,Part,WordDef,Remark,Level
連ねる,つらねる,3,他下一,使排成一列；使列席,【记】つ（て→手）+ら（拉）+ねる（なる→成る）→拉长→连,N1
釣り合う,つりあう,3,自五,平衡，均衡；相配,【记】釣り+合う→调和,N1
つんのめる,つんのめる,4,自五,摔了大马趴,【记】つん（て→手）+の（な→长）+め（目）+る（留→长）→手长→马趴,N1
手掛ける,てがける,3,他下一,亲手,【记】手+掛ける（大面积地覆盖）→亲手,N1
出くわす,でくわす,"0,3",自五,偶遇,【记】出+く（方向）+わ（あ→上）+す（做）→遇上,N1
捏ち上げる,でっちあげる,5,他下一,捏造,【记】でっち（でつ→ねつ→捏）+上げる→捏造,N1
出っ張る,でっぱる,"0,3",自五,（只有一部分）向外突出,【记】出+張る（张开）→突出,N1
出回る,でまわる,"0,3",自五,上市；（商店里的商品）随处可见,【记】出+回る（转）→上市,N1
出向く,でむく,2,自五,（自己）前往,,N1
問い詰める,といつめる,"4,0",他下一,逼问，追问,【记】問い+詰める（用力塞）→逼问,N1
遠ざかる,とおざかる,4,自五,远离，疏远,【记】遠+ざかる（さる→去る；か→加）→远离,N1
通り掛かる,とおりかかる,"5,0",自五,恰巧通过，恰巧路过,【记】通り+掛かる（接在动词连用形后；做了一半没做完）→正在通过,N1
通り過ぎる,とおりすぎる,"5,0",自上一,通过,,N1
通り抜ける,とおりぬける,"5,0",自下一,穿过,【记】通り+抜ける（穿）→穿过,N1
咎める,とがめる,3,自、他下一,责备，指责；盘问；内疚,【记】と（突，太）+が（状态）+め（目）+る（留→长）→（言语）突出地→责备,N1
尖がる,とがる,2,自五,尖；尖锐,【记】と（突）+が（状态）+る（留→长）→突出→尖,N1
解き明かす,ときあかす,"0,4",他五,解释，说明,,N1
解き放つ,ときはなつ,"4,0",他五,解放,,N1
ときめく,ときめく,3,自五,（因喜悦、期待等）心跳加速，心情激动,【记】とき（どき→どきどき→心跳）+め（目）+く（方向）→心跳,N1
途切れる,とぎれる,3,自下一,中断,【记】途（中途）+切れる（断）→中断,N1
説く,とく,1,他五,说明；说服,【记】とく（脱开）→把复杂的事物说明白,N1
研ぐ,とぐ,1,他五,磨刀；擦亮,【记】と（突）+く（方向）+浊音（拖泥带水→水）→沾水磨→磨刀,N1
研ぐ/淘ぐ,とぐ,1,他五,淘米,【记】と（淘）+く（方向）+浊音（拖泥带水→水）→淘米,N1
閉じ込める,とじこめる,"4,0",他下一,把……关在……里,【记】閉じ+込める→关在……里,N1
閉じ籠る,とじこもる,"4,0",自五,关在……里,【记】閉じ+籠る（こ→小；も→猫）→关在……里,N1
途絶える,とだえる,"3,2",自下一,中断,【记】途（中途）+絶える→中断,N1
滞る,とどこおる,"4,0",自五,停滞；拖延,【记】と（止）+ど（多）+こおる（凍る）→滞,N1
轟く,とどろく,3,自五,轰鸣；名声大振；心情澎湃,【记】と（突）+ど（多）+ろ（落）+く（方向）→很多马车通过时的声音→轟,N1
唱える,となえる,3,他下一,提倡，倡导,【记】と（おと→音→口）+な（那→长→昌）+へ（え→方向）+る（留→长）→口+昌→唱,N1
飛び交う,とびかう,3,自五,鸟飞来飞去；声音四起；流言蜚语四散,,N1
飛び散る,とびちる,3,自五,飞散，飘落,,N1
恍ける/惚ける,とぼける,3,自下一,突然反应不过来；佯装不知,【记】と（脱）+ぼけ（不开→不开窍）+る（留→长）→迟钝,N1
戸惑う,とまどう,"0,3",自五,困惑,【记】と（止）+ま（慢）+ど（多）+う（ふ→風→状态）→不知所措,N1
富む,とむ,1,自五,富；丰富；富裕,【记】と（特）+む（闷）→多,N1
吃る,どもる,2,自五,口吃,【记】ど（多）+も（む→闷）+る（留→长）→多么闷,N1
取り上げる,とりあげる,"4,0",他下一,拿起；提出话题；没收,,N1
取り扱う,とりあつかう,5,他五,使用；处理；经营,【记】取り+扱う（使用）→使用,N1
取り入れる,とりいれる,"4,0",他下一,拿进来；采用，引进,,N1
取り返す,とりかえす,"3,0",他五,夺回,,N1
取り掛かる,とりかかる,"4,0",自五,着手,【记】取り（手）+掛かる（大面积地覆盖）→着手,N1
取り囲む,とりかこむ,"0,4",他五,包围，环绕,,N1
取り捌く,とりさばく,"4,0",他五,处理,【记】取り+捌く（干掉）→处理,N1
取り締まる,とりしまる,"4,0",他五,取缔；监督,,N1
取り調べる,とりしらべる,"5,0",他下一,调查；审讯,,N1
取り立てる,とりたてる,"4,0",他下一,强调；强行收取；提拔,,N1
取り付く,とりつく,"3,0",自五,着手；死死抓住,,N1
取り次ぐ,とりつぐ,"3,0",他五,转接（电话）；通报（来客）；代理（中介买卖）,,N1
取り繕う,とりつくろう,"5,0",他五,粉饰，掩饰,,N1
取り付ける,とりつける,"4,0",他下一,安装；说服（对方）；（在常去的商店）购买,,N1
取り直す,とりなおす,"4,0",他五,重新拿；重新照相；重整旗鼓,,N1
取り残す,とりのこす,"4,0",他五,剩下；落伍，落后,,N1
取り除く,とりのぞく,"0,4",他五,去除,,N1
取り巻く,とりまく,"3,0",他五,包围，围绕；所处（的环境）,,N1
取り混ぜる,とりまぜる,"4,0",他下一,搅在一起，拌在一起,,N1
取り戻す,とりもどす,"4,0",他五,取回；收回；挽回,,N1
取りやめる,とりやめる,"4,0",他下一,停止，中止；取消,,N1
取り寄せる,とりよせる,"4,0",他下一,订货；调货,,N1
蕩ける,とろける,"3,0",自下一,溶化；心神荡漾,【记】とろける（脱落开来）,N1
長引く,ながびく,3,自五,拖延,【记】長+引く（拉）→拉长,N1
長らえる,ながらえる,"4,3",自下一,活得长久，长生,【记】長+ら（拉）+へ（え→方向）+る（留→长）→拉长,N1
泣き濡れる,なきぬれる,"4,0",自下一,泪流满面,【记】泣き（哭）+濡れる（湿）→泪流满面,N1
慰める,なぐさめる,4,他下一,安慰，慰藉,【记】なぐ（なご→和）+さ（颯→轻）+める（む→闷）→安慰,N1
嘆く,なげく,2,他五,叹气；感叹；悲叹；悲伤,【记】な（那→长）+け（気）+浊音（加重）+く（方向）→使劲长出一口气,N1
投げ捨てる,なげすてる,"0,4",他下一,扔掉，丢弃；（把做了一半的工作）丢在一边,,N1
投げ出す,なげだす,"0,3",他五,扔出去；豁出（性命、财产等）；放弃，抛弃,,N1
投げ付ける,なげつける,"0,4",他下一,（朝着目标）投掷，扔；（以强烈的口吻）和对方说话,,N1
和む,なごむ,2,自五,和谐，安详；心里舒服,【记】な（那→长）+こ（地方）+浊音（拖泥带水→有关）+む（闷）→长时间在一个地方→融和,N1
成し遂げる,なしとげる,"4,0",他下一,完成，实现,,N1
馴染む,なじむ,2,自五,习惯，熟悉，适应,【记】な（那）+じ（紧）+む（闷）→那么紧→熟,N1
詰る,なじる,2,他五,责问，责备,【记】な（那）+じ（贱）+る（留→长）→责难,N1
成す/為す,なす,1,他五,成为；做；完成,【记】な（那）+す（做）→做,N1
擦り付ける,なすりつける,5,他下一,涂抹；推卸（责任）,,N1
準える,なぞらえる,"4,3",他下一,比作；模仿,【记】な（那）+そ（其）+浊音（拖泥带水→有关）+ら（拉）+へ（方向）+る（留→长）→模仿他,N1
なぞる,なぞる,2,他五,（在已经写好的字、画上）描，描摹；临摹（文章等）,【记】な（那）+そ（其）+浊音（拖泥带水→有关）+る（留→长）→在那上面描,N1
宥める,なだめる,3,他下一,（让愤怒或不满等情绪平复）哄，劝，平复；（对罪人）宽大,【记】な（那→长）+だ（大）+める（む→闷）→平复,N1
懐く,なつく,2,自五,与……亲近,【记】な（那→长）+つく（付く）→长时间附着,N1
名乗る,なのる,2,自、他五,自称,,N1
並外れる,なみはずれる,"0,5",自下一,不同寻常,【记】並（一般）+外れる→不一般,N1
成り上がる,なりあがる,"4,0",自五,飞黄腾达,【记】成り（成为）+上がる（上升）→飞黄腾达,N1
鳴り響く,なりひびく,4,自五,响彻；闻名,【记】ひ（根据字形→低→小）+び（微）+く（方向）→小声→回音→响；鳴り+響く→响彻,N1
煮え繰り返る,にえくりかえる,5,自五,怒不可遏,【记】煮え（发怒）+繰り返る（反复）→怒不可遏,N1
煮える,にえる,0,自下一,煮熟，煮烂；煮沸；非常生气，发怒,【记】に（凝）+え（へ→方向）+る（留→长）→长时间煮→沸腾状→生气状,N1
似通う,にかよう,3,自五,相似,【记】似+通う（来回）→相似,N1
賑わう,にぎわう,3,自五,热闹；繁荣,【记】に（凝）+き（切る→完全）+浊音（加重）+わ（あ→上）+う（ふ→風→状态）→凝重→热闹,N1
逃げ回る,にげまわる,"4,0",自五,四处逃窜,【记】逃げ+回る（转）→四处逃,N1
濁す,にごす,2,他五,弄混淆；含糊其辞,【记】に（泥）+ご（过）+す（做）→粘上泥→浊,N1
濁る,にごる,2,自五,浑浊，污浊,【记】に（泥）+ご（过）+る（留→长）→粘上泥→浊,N1
滲み出る,にじみでる,"4,0",自下一,渗透出来；流露出来,【记】滲み+出る→渗出,N1
滲む,にじむ,2,自五,渗透；洇,【记】に（泞）+じ（进）+む（闷）→水进入→渗,N1
似せる,にせる,0,他下一,模仿，伪造,【记】に（二）+せ（让）+る（留→长）→让两个东西相似,N1
煮詰まる,につまる,3,自五,煮得没有水分，越煮越咸（辣等）；接近尾声,【记】煮+詰まる（堵住）→使劲煮透,N1
煮詰める,につめる,3,他下一,把……煮得没有水分，把……越煮越咸（辣等）；使……接近尾声,【记】煮+詰める（用力塞）→使劲煮,N1
煮やす,にやす,"0,2",他五,把……煮熟，把……煮烂；把……煮沸；非常生气，发怒,【记】に（凝）+や（やる→给）+す（做）→长时间煮→沸腾状→生气状,N1
抜きん出る,ぬきんでる,4,自下一,出类拔萃，超群,【记】抜きん（抜き）+出る→拔出→拔群,N1
拭う,ぬぐう,"2,0",他五,擦拭（污垢、耻辱、污点、印象等）,【记】ぬ（な→無）+く（方向）+浊音（拖泥带水→有关）+う（ふ→風→状态）→把有关的弄没有→擦拭,N1
抜け落ちる,ぬけおちる,4,自上一,掉落（头发、羽毛等能拔掉的东西）；欠缺,【记】抜け（拔掉）+落ちる（掉）→掉落,N1
抜け出す,ぬけだす,3,自五,溜走；开始脱落,【记】抜け（拔后掉落）+出す（开始）→开始脱落,N1
抜ける,ぬける,0,自下一,脱落；漏掉；气力全无；溜走,【记】ぬ（な→無）+け（开）+る（留→长）→脱落,N1
脱げる,ぬげる,2,自下一,脱落下来,【记】ぬ（な→無）+け（く→方向）+浊音（拖泥带水→有关）+る（留→长）→把有关联的东西弄没→脱掉,N1
寝かせる,ねかせる,"0,3",他下一,（同「寝かす」）让……睡觉；放倒；发酵,【记】ね（凝）+か（加）+せ（让）+る（留→长）→让长时间→让睡觉,N1
労う,ねぎらう,3,他五,慰劳，犒劳,【记】ね（ねん→念）+ぎ（げ→给）+ら（拉）+う（ふ→風→状态）→精神慰劳,N1
捻る,ねじる,2,他五,拧，扭,【记】ねじ（拧紧）+る（留→长）→拧紧,N1
捻じ曲がる,ねじまがる,0,自五,（本性、性格等）扭曲,【记】捻じ（扭）+曲がる（弯曲状）→扭曲,N1
捻じ曲げる,ねじまげる,0,他下一,把……弄弯曲；歪曲（事实、真相等）,【记】捻じ（扭）+曲げる（弄成弯曲状）→弄弯曲,N1
捻れる,ねじれる,3,自下一,（戴的领带等）歪；（性格）乖僻；（句子等）意思不通顺,【记】ねじ（拧紧）+れ（来）+る（留→长）→弯,N1
強請る,ねだる,"2,0",他五,死乞白赖地要求，索求，索要,【记】ね（粘）+だ（大）+る（留→长）→粘着→死乞白赖,N1
粘る,ねばる,2,自五,发黏；坚持不懈,【记】ね（粘）+ばる（はる→張る）→黏性大,N1
寝ぼける,ねぼける,3,自下一,睡得迷迷糊糊，睡得头发蒙,【记】寝+ぼける（不开→不开窍→迟钝）→睡得反应迟钝,N1
練る/煉る/錬る,ねる,1,他五,炼；和面；加工；推敲；积累（经验、素养等）,【记】ね（粘）+る（留→长）→黏性大→加火炼制,N1
練れる/煉れる/錬れる,ねれる,2,自下一,炼制好；老练，成熟,【记】ね（黏）+れ（来）+る（留→长）→黏性大了,N1
仰け反る,のけぞる,3,自五,摔了个大仰磕,【记】の（な→长）+け（开）+そる（反る）+浊音（拖泥带水→有关）→与其相反的张开→翻过去,N1
退ける,のける,0,他下一,使离开；搬开，移开；（前接动词て形）出色地，大胆地,【记】の（な→长）+け（开）+る（留→长）→离开,N1
除ける,のける,0,他下一,去掉，排除,【记】の（な→长）+け（开）+る（留→长）→离开,N1
伸し上がる,のしあがる,"4,0",自五,（踩着他人肩膀）爬上（高位）,【记】伸し（の→な→长；し→做）+上がる（上）→爬上,N1
乗っ取る,のっとる,3,他五,夺取；劫持（飞机等）,【记】乗っ+取る→乘上、取来,N1
則る,のっとる,3,自五,遵守，遵照，遵循,【记】のっと（のって→乗って）+とる（取る）→乘上→遵,N1
罵る,ののしる,3,他五,骂,【记】の（な→那→长）+の（な→那→长）+し（下→下踏的→马）+る（留→长）→口+口+马→骂,N1
上り詰める,のぼりつめる,5,自下一,登到顶点；爬上（地位）,【记】上り+詰める（用力塞）→爬上,N1
飲み込む,のみこむ,"0,3",他五,吞下；领会,【记】飲み+込む（入；使劲；非常）→喝下→接受,N1
のめり込む,のめりこむ,"4,0",自五,一头栽进去；埋头于；沉溺于,【记】の（な→那→长）+め（埋）+り（里）+込む（入；使劲；非常）→长时间埋入,N1
乗り切る,のりきる,3,自五,突破；渡过（困难、难关、危险等）,【记】乗り+切る（完全）→完全乘上,N1
乗り越える,のりこえる,"4,3",自下一,越过，跨过；克服（困难、痛苦等）,【记】乗り+越える（越过）→乘上、越过,N1
乗り込む,のりこむ,3,自五,进入，坐进交通工具；冲进，闯进,【记】乗り+込む（入；使劲；非常）→乘入,N1
乗り出す,のりだす,3,自、他五,把身体探出；积极（实施、参与、应对等）,【记】乗り（长→积极）+出す（出去；开始）→探出,N1
呪う,のろう,2,他五,诅咒,【记】の（な→那→长→长时间）+ろ（落→下落）+う（ふ→風→状态）→诅咒,N1
映える,はえる,2,自下一,映照；映衬；明显,【记】は（哈→放）+え（へ→方向）+る（留→长）→放出来→映,N1
捗る,はかどる,3,自五,进步；进展顺利,【记】は（花）+か（开）+ど（多）+る（留→长）→花开得多,N1
計らう,はからう,3,他五,估摸，估算；斟酌；商计，商量,【记】は（哈→放）+か（开）+ら（拉）+う（ふ→風→状态）→把尺子放开→计量,N1
諮る,はかる,2,他五,咨询,【记】は（哈→放）+か（开）+る（留→长）→把尺子放开→计量→估摸着情况进行咨询,N1
剥ぐ,はぐ,0,他五,剥掉（外皮、外衣等）；剥夺，夺取,【记】は（哈→放）+く（方向）+浊音（拖泥带水→有关）→把有关的放开→剥开,N1
逸らかす,はぐらかす,4,他五,转移话题，岔开话题,【记】は（哈→放）+く（方向）+浊音（拖泥带水→有关）+ら（拉）+か（加）+す（做）→把有关的拉开，放开,N1
ぱくる,ぱくる,2,他五,把饭扒拉进嘴里；剽窃（想法、专利等）,【记】ぱ（扒）+く（方向）+る（留→长）→扒,N1
逸れる,はぐれる,3,自下一,走散,【记】は（哈→放）+く（方向）+浊音（拖泥带水→有关）+れ（来）+る（留→长）→与有关的放开→走散,N1
剥げる,はげる,2,自下一,（表面的涂层、颜色、外皮等）脱落,【记】は（哈→放）+け（开）+浊音（拖泥带水→有关）+る（留→长）→放开→脱落,N1
ぱさつく,ぱさつく,0,自五,（头发等失去水分）干燥,【记】ぱ（は→吐气状→放）+さ（涩）+つく（突く）→特别干涩,N1
弾ける,はじける,3,自下一,（里面的东西因膨胀而）裂开，绽开,【记】は（哈→放）+じ（溅）+け（开）+る（留→长）→绽开,N1
燥ぐ,はしゃぐ,"0,2",自五,（开心地）喧闹；（开心地）宣扬；干燥,【记】は（哈→放）+しゃ（瞎）+く（方向）+浊音（污浊）→瞎嚷嚷,N1
恥らう,はじらう,3,自五,感到害羞，（闭月）羞（花）,【记】は（哈→放）+じ（贱）+ら（拉）+う（ふ→風→状态）→耻,N1
走り捲る,はしりまくる,5,自五,狂跑，疯跑,【记】走り+捲る（狂，来回）→狂跑,N1
恥じる,はじる,2,自、他上一,感到羞耻，惭愧,【记】は（哈→放）+じ（贱）+る（留→长）→耻,N1
弾む,はずむ,0,自、他五,弹；（情绪）高涨；（谈得）起劲儿,【记】は（哈→放）+ず（吱啦一声→错位）+む（用力状）→使劲放出→弹,N1
馳せる,はせる,2,自、他下一,驰骋；驰名,【记】はせる（走らせる）→驰,N1
叩く,はたく,2,他五,掸，拍打；花光,【记】は（ぱ→拍）+た（打）+く（方向）→拍打,N1
働き掛ける,はたらきかける,6,自下一,对……做工作,【记】働き（工作）+掛ける（大面积地覆盖）→做工作,N1
果てる,はてる,2,自下一,完，终，尽；死,【记】は（花→果）+て（手→方向）+る（留→长）→有结果→完,N1
離す,はなす,2,他五,使离开，使分离，隔开,【记】は（哈→放）+なす（做）→放开→使离开,N1
撥ねる,はねる,2,他下一,（把字的末端一笔）挑起；淘汰；提成；拒绝,【记】は（哈→放）+ね（凝）+る（留→长）→使劲放,N1
刎ねる,はねる,2,他下一,斩首，砍头,【记】は（哈→放）+ね（凝）+る（留→长）→使劲放→斩，砍,N1
憚る,はばかる,"3,0",自、他五,忌惮；霸道,【记】はば（幅→宽）+か（加）+る（留→长）→放宽,N1
羽撃く/翔く,はばたく,3,自五,飞翔,【记】は（哈→放→羽）+ば（把）+た（打）+く（方向）→拍打羽毛→飞,N1
阻む,はばむ,2,他五,阻止，阻碍,【记】はば（幅→且）+む（闷→阜）→阜+且→阻,N1
蔓延る,はびこる,3,自五,蔓延；泛滥,【记】は（哈→放）+び（ひろい→広い）+こ（地方）+る（留→长）→放宽到各处→蔓延,N1
省く,はぶく,2,他五,省略,【记】は（哈→放）+ぶ（不）+く（方向）→放手不要,N1
生やす,はやす,2,他五,使（草、胡须等）生长,【记】は（哈→放）+や（养）+す（做）→使生长,N1
払い込む,はらいこむ,"4,0",他五,缴纳,【记】払い+込む→缴费给……,N1
払い戻す,はらいもどす,"5,0",他五,退还（钱款）,【记】払い（付款）+戻す（归还）→退还,N1
ばらまく,ばらまく,3,他五,到处撒，到处发；散布（谣言）；埋下（不好的种子）,【记】ば（把）+ら（拉）+まく（撒く、播く）→到处撒,N1
孕む,はらむ,2,他五,怀孕；孕育,【记】はら（腹）+む（闷）→孕,N1
張り切る,はりきる,3,自五,干劲十足；精神紧张,【记】張り+切る（完全）→完全张开,N1
秀でる,ひいでる,3,自下一,擅长；优秀,【记】ひ（ほ→穂→禾）+い（一）+でる（出る）→出来一根禾→秀,N1
僻む,ひがむ,2,自五,心里委屈,【记】ひ（根据字形→低）+が（状态）+む（闷）→低沉的状态,N1
引き上げる,ひきあげる,4,他下一,拉上来；提高（金额等）；提拔（人才等）,【记】引き（拉）+上げる（上）→拉上来,N1
率いる,ひきいる,3,他上一,率领，统率,【记】ひき（ひく→引く）+いる（入る）→拉入→拉到一起→率,N1
引き返す,ひきかえす,3,自五,返回（原地）,【记】引き（拉）+返す→返回，折回,N1
引き換える,ひきかえる,"4,3",他下一,交换；兑换；对照,【记】引き（拉）+換える→交换,N1
引き込む,ひきこむ,3,他五,拉入；吸引,【记】引き（拉）+込む（入；使劲；非常）→拉入,N1
引き籠る,ひきこもる,4,自五,不出家门,【记】引き（拉）+籠る（こ→小；も→猫）→拉进屋子不出来,N1
引き下げる,ひきさげる,4,自下一,降低；撤回,【记】引き（拉）+下げる（下）→拉下来,N1
引き締める,ひきしめる,4,他下一,拉紧（线、绳子等）；缩减（开支）,【记】引き（引）+締める（系紧）→拉紧,N1
引き摺り込む,ひきずりこむ,5,他五,拽进，硬拉进,【记】引き（拉）+摺る（拖）→拽进,N1
引き摺る,ひきずる,0,自、他五,拖，拽，拉；心里放不下,【记】引き（拉）+摺り（拖）+込む（入；使劲；非常）→硬拉,N1
引き付ける/惹き付ける,ひきつける,4,自、他下一,拉过来；吸引,【记】引き（引）+付ける（附着）→吸引,N1
引き立てる,ひきたてる,4,他下一,衬托，烘托；关照；鼓励,【记】引き（引）+立てる（使成立）→让对方高大,N1
引き止める,ひきとめる,4,他下一,拉住，挽留；制止,【记】引き（拉）+止める→拉住,N1
引き取る,ひきとる,3,自、他五,撤离现场；领养；领取；咽气,【记】引き（拉）+取る→领取,N1
引き抜く,ひきぬく,3,他五,拔出来；（把人才等）挖过来,【记】引き（拉）+抜く→拉动，拔掉→拔出来,N1
引き伸ばす,ひきのばす,4,他五,拉长，放大（照片等）,【记】引き（拉）+伸ばす（拉长）→拉长,N1
引き延ばす,ひきのばす,4,他五,拖延（时间等）,【记】引き（拉）+延ばす→拖延,N1
引き払う,ひきはらう,4,他五,（不留痕迹地、完全收拾好）离开，撤离,【记】引き（拉）+払う（拂）→拂袖而去,N1
引き寄せる,ひきよせる,4,他下一,拉到跟前,【记】引き（拉）+寄せる（让靠近）→拉过来,N1
挽く,ひく,0,他五,拉，锯；磨（咖啡豆等）；绞（肉馅）,【记】ひ（根据字形→低）+く（方向）→拉,N1
轢く,ひく,0,他五,车轮轧过,【记】ひ（根据字形→低）+く（方向）→拉,N1
犇めく,ひしめく,3,自五,熙熙攘攘,【记】ひ（ひく→拉）+し（熙）+め（目）+く（方向）→犇,N1
歪む,ひずむ,"0,2",自五,歪斜；翘,【记】ひ（ひく→拉）+ず（吱啦一声→错位）+む（用力状）→拉错位→歪,N1
潜む,ひそむ,2,自五,潜在,【记】ひ（根据字形→低）+そ（素→轻）+む（闷）→潜,N1
潜める,ひそめる,3,他下一,潜藏；隐藏（声音、气息、影子等）,【记】ひ（根据字形→低）+そ（素→轻）+める（む→闷）→潜,N1
顰める,ひそめる,3,他下一,紧锁眉头,【记】ひ（ひく→拉）+そ（锁）+める（む→闷）→紧锁,N1
浸す,ひたす,"0,2",他五,浸泡,【记】ひ（根据字形→低）+た（躺）+す（做）→浸,N1
浸る,ひたる,"0,2",自五,浸泡；沉浸,【记】ひ（根据字形→低）+た（躺）+る（留→长）→浸,N1
引っ掛かる,ひっかかる,4,自五,剐上；牵连，连累；觉得别扭,【记】引っ（拉）+掛かる（挂）→拉在一起挂上,N1
引っ掻く,ひっかく,3,他五,（用指甲等使劲）搔，挠,【记】引っ（拉）+掻く→用力搔挠,N1
引っ掛ける,ひっかける,4,他下一,挂起来；（用绳子等）连接；随意穿上；（交通事故中的）剐蹭,【记】引っ（拉）+掛ける（挂）→拉在一起挂上,N1
引っ込む,ひっこむ,3,自五,塌陷，凹陷；缩回去；退场,【记】引っ（拉）+込む（入；使劲；非常）→拉回去,N1
引っ込める,ひっこめる,4,他下一,把……撤回；缩回；撤下,【记】引っ（拉）+込める（入）→拉回去,N1
皮肉る,ひにくる,3,自、他五,挖苦，说风凉话,【记】皮肉（讽刺）+る（动词的后缀）→挖苦,N1
開き直る,ひらきなおる,"5,0",自五,翻脸,【记】開き+直る（重新）→重新开启一面,N1
開ける,ひらける,3,自下一,开阔，宽敞,【记】ひ（ひく→引く）+ら（拉）+け（开）+る（留→长）→拉开,N1
閃く,ひらめく,3,自五,（在脑海里）闪现，闪烁,【记】ひ（ひく→引く）+ら（拉）+め（目）+く（方向）→看到→闪现,N1
更かす,ふかす,2,他五,熬夜,【记】ふか（深）+す（做）→深夜做事→熬夜,N1
吹き返す,ふきかえす,3,自、他五,风往反方向刮；苏醒,【记】吹き（吹，刮）+返す（返回）→吹回,N1
吹き替える,ふきかえる,"4,0",他下一,重新铸造；翻译（外语台词）,【记】吹き（吹，刮）+替える（替换）→换,N1
拭き取る,ふきとる,3,他五,擦拭，擦掉,【记】拭き+取る→擦掉,N1
含む,ふくむ,2,他五,包含（东西、要素等），含有,【记】ふ（富）+く（方向）+む（闷）→富有,N1
含める,ふくめる,3,他下一,使……包含，使……含有,【记】ふ（富）+く（方向）+める（む→闷）→富有,N1
膨らます,ふくらます,0,他五,使……膨胀,【记】ふ（富）+く（方向）+ら（拉）+ま（满）+す（做）→膨,N1
膨れ上がる,ふくれあがる,5,自五,（物体、数量、自我意识等）膨胀,【记】膨れ（ふ→富；く→方向；れ→来）+上がる→膨胀,N1
耽る,ふける,2,自五,沉湎于；埋头于,【记】ふけ（ふか→深）+る（留→长）→加深→沉湎于,N1
打ち壊す,ぶちこわす,"4,0",他五,打破，打碎；破坏,【记】打ち（ぶち→うち→打ち）+壊す→打坏,N1
踏み入れる,ふみいれる,4,他下一,踏入（场所、领域）,,N1
踏み越える,ふみこえる,4,自下一,踏过去；渡过（难关）,【记】踏み+越える（越过）→踏过,N1
踏み出す,ふみだす,3,他五,踏出（场所、新的一步）,【记】踏み+出す（出；开始）→踏出,N1
踏み躙る,ふみにじる,4,他五,用脚碾；践踏，蹂躏,【记】踏み+躙る（にじ→拧紧）→践踏,N1
ぶら下がる,ぶらさがる,"0,4",自五,悬垂状；在眼前晃动,【记】ぶら（ふら→ふる→振る→摇动）+下がる→向下摇摆,N1
ぶら下げる,ぶらさげる,"0,4",他下一,使……悬垂,【记】ぶら（ふら→ふる→振る→摇动）+下げる→向下摇摆,N1
振り返る,ふりかえる,3,他五,回头看，回顾,【记】振り（挥）+返る→回头,N1
振り替える,ふりかえる,3,他下一,替换；转账,【记】振り（挥）+替える→替换,N1
振りかざす,ふりかざす,4,他五,挥起，抡起；大肆宣扬,【记】振り（挥）+か（加）+ざす（指す）→使劲挥舞,N1
振り払う,ふりはらう,4,他五,掸走，抖落,【记】振り（挥）+払う（拂去）→掸走,N1
振り撒く,ふりまく,3,他五,到处撒（水等）；尽显（娇媚）,【记】振り（挥）+撒く→散布,N1
振るう,ふるう,0,他五,挥动（胳膊、笔杆等）；施与（暴力）,【记】ふ（风）+る（留→长）+う（ふ→風→状态）→甩→挥,N1
触れ合う,ふれあう,3,自五,接触；（心灵的）碰撞,【记】触れ+合う→互相接触,N1
ぶれる,ぶれる,2,自下一,（摄影时）晃动；（言语、心等）摇摆不定,【记】ぶれ（ふれ→振れ）+る（留→长）→晃,N1
へこたれる,へこたれる,0,自下一,筋疲力尽,【记】へ（根据字形→下降）+こ（小）+た（躺）+れ（来）+る（留→长）→无力,N1
隔たる,へだたる,3,自五,相隔；差距；隔阂,【记】へ（へい→塀）+だたる（たてる→立てる）→立墙→隔,N1
遜る/謙る,へりくだる,"4,0",自五,谦逊,【记】へり（減り）+くだる（下る）→谦逊,N1
報じる,ほうじる,"0,3",自、他上一,报答，报恩；报告,,N1
葬る,ほうむる,3,他五,埋葬,【记】ほう（放）+む（闷）+る（留→长）→放进去闷上→埋葬,N1
放り込む,ほうりこむ,4,他五,（胡乱地）扔进,【记】放り+（入；使劲；非常）→使劲扔进,N1
綻びる,ほころびる,4,自上一,（衣服、感情等）绽开，（花朵、笑容等）绽放,【记】ほ（ほう→放）+ころ（轱辘→滚动）+びる（ぶ→蹦）→绽放,N1
施す,ほどこす,"3,0",他五,施与（肥料、装饰、加工、金钱、感情、手段等）,【记】ほど（程→程度高）+こす（越す）→给程度高的东西,N1
微笑む,ほほえむ,3,自五,微笑,【记】ほ（笑声）+ほ（笑声）+え（微笑时的嘴形）+む（闷）→微笑,N1
ぼやく,ぼやく,2,他五,嘟囔,【记】ぼ（ぼう→茫）+や（咿呀学语→小）+く（方向）→声音小听不清,N1
ぼやける,ぼやける,3,自下一,（焦点）模糊,【记】ぼ（ぼう→茫）+や（咿呀学语→小）+け（开）+る（留→长）→小、茫然→模糊,N1
掘り出す,ほりだす,3,他五,挖出,【记】掘り（ほ→ほう→放→把挖出的东西放出去→挖，雕）+出す→挖出,N1
滅びる,ほろびる,"3,0",自上一,灭亡，灭绝,【记】ほろ（轰隆）+び（微）+る（留→长）→轰隆一声变成小的→灭亡,N1
滅ぶ,ほろぶ,0,自五,（同「滅びる」）灭亡，灭绝,【记】ほろ（轰隆）+ぶ（不）→轰隆一声不成形→灭亡,N1
